"id","date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
8295,"02/11/15 17:19",21.92666667,30.32666667,423.6666667,780.6666667,0.004940317,1
8668,"02/11/15 23:31",20.6,27.79,0,503,0.004168109,0
11163,"02/13/15 17:06",21.53333333,31.92666667,444,626.6666667,0.00507853,1
14922,"02/16/15 7:46",20.39,24.39,0,815.5,0.003607827,0
8731,"02/12/15 0:35",20.6,27.245,0,508,0.00408583,0
957,"02/05/15 9:47",22.1,26.1975,450.25,1026.5,0.004308672,1
11974,"02/14/15 6:38",19.5,39.46666667,0,507.3333333,0.005541812,0
8308,"02/11/15 17:31",21.84,29.84,419,735,0.004834569,1
9694,"02/12/15 16:38",22.2,27.1,434,602,0.004485611,1
289,"02/02/15 16:47",22.66666667,25.6,429,892,0.004358383,1
3732,"02/07/15 8:02",19.6,19.5,0,451,0.002742927,0
497,"02/05/15 2:06",21,25,0,443.5,0.003841124,0
17350,"02/18/15 0:14",20.89,29.2,0,1327,0.004460598,0
11522,"02/13/15 23:06",20.1,32.09,0,503,0.004670397,0
1427,"02/03/15 11:45",22.2,27.7,544.25,1147.5,0.004585655,1
8684,"02/11/15 23:48",20.6,27.56666667,0,499.3333333,0.00413439,0
6288,"02/09/15 2:38",19.39,26.7,0,471.5,0.003712727,0
161,"02/02/15 14:39",23.6,27.16,464,918,0.004896652,1
8427,"02/11/15 19:31",21.1,29.39,0,530,0.004548593,0
6996,"02/09/15 14:25",21.6,34.345,474,1276.25,0.005489139,1
11698,"02/14/15 2:02",19.79,36,0,504,0.005143648,0
2266,"02/06/15 7:36",20.2,18.5,0,436,0.002700696,0
1369,"02/05/15 16:38",22.39,26.2675,438,1052.75,0.004397765,1
718,"02/02/15 23:57",20.6,22.2,0,449.3333333,0.003325206,0
9967,"02/12/15 21:10",21.2,27.145,0,557.5,0.004224831,0
9819,"02/12/15 18:42",21.7,28.1,0,592,0.004511553,0
2781,"02/06/15 16:11",21.96333333,21.46333333,469,885.6666667,0.00349621,1
11113,"02/13/15 16:17",22.1,30.6,447,585.5,0.005038612,1
13870,"02/15/15 14:13",22,30.34,96,658.25,0.004964847,0
463,"02/05/15 1:33",21.2,25.1,0,439.5,0.00390455,0
5347,"02/08/15 10:57",19.23,30.53333333,31,437.6666667,0.00420699,0
13779,"02/15/15 12:42",23.1,28.5,333.25,629,0.004986172,0
11181,"02/13/15 17:25",21.445,32.145,429,601,0.005085734,1
2608,"02/04/15 7:27",20.42666667,23.82333333,0,473,0.003531562,0
3046,"02/06/15 20:36",20.29,19.2,0,457,0.002819058,0
10342,"02/13/15 3:26",20.89,24.295,0,577,0.003706844,0
13352,"02/15/15 5:36",20.13333333,32.29,0,569,0.004709504,0
1711,"02/03/15 16:30",22.772,31.2,439.8,1377,0.005354329,1
3581,"02/07/15 5:31",19.79,19.29,0,439,0.002745599,0
4307,"02/07/15 17:37",20.5,21.39,0,437,0.003183458,0
4748,"02/08/15 0:58",19.55,30,0,438.5,0.004216719,0
2077,"02/03/15 22:36",20.89,25.525,0,579.3333333,0.003895688,0
13102,"02/15/15 1:25",20,35,0,544,0.005065669,0
15174,"02/16/15 11:57",21.5,28.15,454,962.5,0.004464275,1
443,"02/02/15 19:21",21.39,23.9725,0,596.5,0.003772066,0
9613,"02/12/15 15:16",22.89,25.5,63,568,0.004400846,0
4171,"02/07/15 15:21",21.79,18.2,64.5,436.5,0.002930778,0
10478,"02/13/15 5:42",20.79,25.29,0,556,0.003835773,0
1253,"02/03/15 8:51",20.89,24.79,429,713.8,0.003782829,1
17235,"02/17/15 22:19",20.89,31.89,0,1412,0.004874744,0
5845,"02/08/15 19:14",19.29,27.7,0,436.5,0.003828582,0
12203,"02/14/15 10:27",20.075,36.6725,40.5,510.75,0.005334733,0
8007,"02/10/15 7:17",20.29,33,0,446,0.004861092,0
7145,"02/09/15 16:54",22.1,38.845,433,2007.5,0.006410229,1
12608,"02/14/15 17:12",20,35.59,14,515,0.005151769,0
1311,"02/05/15 15:40",22.5,27.29,479.6666667,1072,0.004601102,1
17337,"02/18/15 0:01",20.89,29.5,0,1201.5,0.004506758,0
847,"02/05/15 7:57",21,23.5,411,542.75,0.003609319,1
17131,"02/17/15 20:35",21,33.86333333,0,1507.333333,0.005214347,0
2090,"02/03/15 22:49",20.89,25.39,0,578,0.003874956,0
2037,"02/06/15 3:47",20.5,18.89,0,431,0.002809704,0
8570,"02/11/15 21:53",20.7,29.695,0,492,0.004483626,0
7979,"02/10/15 6:49",20.245,33.09,0,453,0.004860807,0
1096,"02/05/15 12:06",22.2,27.06666667,474,1099.333333,0.004480054,1
3755,"02/07/15 8:25",19.65,19.55,6,457,0.002758584,0
6979,"02/09/15 14:09",21.39,33.7,482.75,1187.75,0.005315766,1
11800,"02/14/15 3:43",19.65,36.545,0,504.5,0.005176606,0
13563,"02/15/15 9:07",20.7675,29.7,122,614.25,0.004503205,0
1807,"02/05/15 23:57",20.2,21.2,0,442.5,0.003096814,0
17635,"02/18/15 4:59",20.745,26.2,0,1555,0.003963607,0
6964,"02/09/15 13:53",21.29,33,478,1125,0.005172352,1
3910,"02/07/15 10:59",22.2,17.89,337.5,459.5,0.002953926,0
9914,"02/12/15 20:18",21.2,27.5,0,562,0.004280463,0
8411,"02/11/15 19:14",21.2,30.2,0,516,0.004703905,0
4037,"02/07/15 13:07",23.1,16.84,265,446,0.002936584,0
3057,"02/06/15 20:47",20.2,19.15,0,449,0.002796012,0
6879,"02/09/15 12:29",21.5,34.4,468,1395,0.005464162,1
523,"02/05/15 2:32",21.05,24.945,0,442.5,0.003844489,0
4927,"02/08/15 3:56",19.39,31.2,0,433.6666667,0.004342836,0
10077,"02/12/15 23:00",20.96333333,26.3,0,569.3333333,0.004033,0
8515,"02/11/15 20:58",20.79,29.545,0,493.5,0.004485789,0
162,"02/02/15 14:41",23.6,27.236,498.4,925.2,0.004910462,1
6944,"02/09/15 13:34",21.16666667,32.79,167,1117.333333,0.005100102,0
6389,"02/09/15 4:19",19.29,26.7,0,473.5,0.003689546,0
1641,"02/05/15 21:10",20.89,19.92666667,0,472,0.003037085,0
2298,"02/04/15 2:17",20.675,25.125,0,500,0.003783533,0
10652,"02/13/15 8:36",21.23,25.2,23.66666667,513.6666667,0.003927474,0
663,"02/05/15 4:53",21,23.79,0,445,0.003654121,0
16200,"02/17/15 5:04",20.5,30.29,0,738,0.004517659,0
4739,"02/08/15 0:49",19.55,29.89,0,441,0.004201153,0
7505,"02/09/15 22:54",20.445,33.045,0,550.5,0.004914971,0
2299,"02/06/15 8:09",20.7,19.5,419,533.6666667,0.002937022,1
1075,"02/03/15 5:54",20.29,22.7,0,436.5,0.003335705,0
2285,"02/04/15 2:04",20.7,25.1,0,505.5,0.003785608,0
1072,"02/05/15 11:42",22.2,27.06666667,454,1137.333333,0.004480054,1
13539,"02/15/15 8:43",20.2225,30.4175,48.75,608.5,0.004459155,0
7469,"02/09/15 22:19",20.5,33.29,0,596.5,0.004968673,0
9950,"02/12/15 20:54",21.2,27.59333333,0,567.3333333,0.004295091,0
8716,"02/12/15 0:20",20.6,27.2,0,506,0.004079037,0
14511,"02/16/15 0:55",20.29,28.6,0,797,0.004208561,0
13557,"02/15/15 9:01",20.6,29.89,134,617.5,0.004485351,0
8480,"02/11/15 20:23",21,29.245,0,506.5,0.004498063,0
9535,"02/12/15 13:59",23.945,24.2,134,665,0.004451356,0
5383,"02/08/15 11:32",19.1,30.89,24,433,0.004221877,0
13081,"02/15/15 1:05",19.85666667,35.26,0,544.6666667,0.005058104,0
8301,"02/11/15 17:25",21.89,30.2475,422.5,778,0.004916215,1
8763,"02/12/15 1:07",20.6,26.55,0,521.5,0.003980937,0
8008,"02/10/15 7:18",20.29,33,0,450,0.004861092,0
16055,"02/17/15 2:38",20,30.29,0,721,0.004379175,0
16916,"02/17/15 16:59",22.1,34.32666667,435,1499.666667,0.005657828,1
2296,"02/06/15 8:06",20.625,19.4175,405,524.5,0.002910988,1
4435,"02/07/15 19:45",20,24.5,0,444,0.003537326,0
2464,"02/06/15 10:53",21.73,20.89,477.3333333,861,0.003353911,1
16756,"02/17/15 14:19",21.89,34.39666667,479,1285.5,0.005596659,1
7727,"02/10/15 2:37",20.245,32.845,0,452.5,0.004824538,0
16159,"02/17/15 4:23",20.39,30.315,0,735.5,0.004490595,0
16722,"02/17/15 13:46",21.7675,33.8975,448,1169.25,0.005473251,1
540,"02/05/15 2:50",21.1,24.89,0,437,0.003847834,0
12750,"02/14/15 19:34",19.84,35.45,0,526,0.005080286,0
257,"02/02/15 16:15",22.865,27.84,432.75,1077.25,0.004800476,1
11622,"02/14/15 0:46",19.89,34.7,0,502,0.004987508,0
1958,"02/06/15 2:28",20.6,19.5,0,440,0.002918891,0
8425,"02/11/15 19:28",21.05,29.75,0,520,0.004590495,0
2636,"02/04/15 7:54",20.625,24.175,414,538.5,0.003628373,1
2439,"02/06/15 10:28",21.34,21,469,832,0.003291704,1
473,"02/02/15 19:52",21.1,23.6,0,548,0.003647239,0
14528,"02/16/15 1:12",20.2,28.39,0,811,0.004154116,0
1859,"02/06/15 0:49",20.29,20.89,0,443,0.003068418,0
9450,"02/12/15 12:34",24.2,22.7,238.5,723.5,0.00423842,0
17437,"02/18/15 1:40",20.79,27.5,0,1431.5,0.004173216,0
4514,"02/07/15 21:04",19.89,26.39,0,443,0.003785823,0
5529,"02/08/15 13:59",20.7,26.55,77.5,416,0.004005707,0
2487,"02/04/15 5:25",20.625,24.4175,0,455.25,0.003664984,0
720,"02/02/15 23:58",20.6,22.2225,0,445.75,0.003328594,0
368,"02/04/15 23:57",21.29,25.29,0,458,0.003956216,0
3244,"02/06/15 23:54",19.89,18.79,0,437.6666667,0.002690836,0
8687,"02/11/15 23:51",20.6,26.895,0,501,0.004033002,0
17802,"02/18/15 7:46",20.73,27.2,0,1412.333333,0.004112065,0
2840,"02/06/15 17:10",21.79,21.65,438,927.25,0.003489454,1
6283,"02/09/15 2:32",19.39,26.7,0,468,0.003712727,0
17735,"02/18/15 6:39",20.79,26.6,0,1477,0.004035752,0
8509,"02/11/15 20:53",20.89,29.65,0,489,0.004529841,0
2969,"02/06/15 19:19",20.7,19.5,0,528.5,0.002937022,0
10291,"02/13/15 2:35",20.96333333,24.76333333,0,576.3333333,0.00379592,0
3299,"02/07/15 0:49",20,18.6,0,432,0.002681807,0
8513,"02/11/15 20:57",20.79,29.29666667,0,495.5,0.004447816,0
14610,"02/16/15 2:34",20.39,27.1,0,864,0.004011282,0
3811,"02/07/15 9:21",20.15,19.2225,137.75,455,0.002797938,0
2283,"02/04/15 2:02",20.675,25.1,0,502.5,0.003779746,0
16032,"02/17/15 2:16",19.89,30.39,0,715.3333333,0.004363676,0
8391,"02/11/15 18:55",21.29,29.1,0,619,0.004556596,0
6307,"02/09/15 2:57",19.5,26.7,0,473,0.003738374,0
16987,"02/17/15 18:10",22.1,34.345,0,1572,0.005660877,0
2564,"02/06/15 12:34",21.745,20.445,499,821,0.003285115,1
152,"02/02/15 14:31",23.7,26.6,475.25,832,0.004824104,1
2163,"02/04/15 0:02",20.89,24.92666667,0,554,0.003803811,0
17668,"02/18/15 5:31",20.79,26.2,0,1555.5,0.003974676,0
13062,"02/15/15 0:46",19.89,35.4,0,537.5,0.005088944,0
4046,"02/07/15 13:15",23.075,16.945,259,443.5,0.002950495,0
17358,"02/18/15 0:22",20.89,29,0,1043,0.004429829,0
16071,"02/17/15 2:55",19.89,30.5,0,721.3333333,0.004379582,0
2254,"02/04/15 1:33",20.7675,25,0,514.75,0.003786239,0
5668,"02/08/15 16:18",19.7,26.79,31,419.3333333,0.003798244,0
369,"02/04/15 23:58",21.2,25.2,0,456,0.003920204,0
12813,"02/14/15 20:37",19.89,35.4,0,528,0.005088944,0
3803,"02/07/15 9:13",19.945,19.365,112,451,0.00278306,0
12733,"02/14/15 19:17",19.79,35.45,0,519.5,0.005064425,0
17307,"02/17/15 23:31",20.89,30.2,0,1202,0.004614492,0
313,"02/02/15 17:12",22.575,25.075,433,818.25,0.00424454,1
17068,"02/17/15 19:32",21.16666667,34.29,0,1468.666667,0.005335411,0
11990,"02/14/15 6:53",19.55,39.2,0,505.5,0.005521325,0
14724,"02/16/15 4:27",20.29,26.1,0,806.5,0.00383841,0
14204,"02/15/15 19:47",20.39,32.545,0,671,0.004823489,0
10102,"02/12/15 23:25",21,26.35,0,564.5,0.004049895,0
2068,"02/03/15 22:27",20.89,25.7,0,582.75,0.003922566,0
10594,"02/13/15 7:38",21,25.495,0,523,0.003917657,0
4309,"02/07/15 17:38",20.5,21.39,0,433.5,0.003183458,0
6811,"02/09/15 11:21",21.2,33.16333333,504,1402.666667,0.005169305,1
9474,"02/12/15 12:58",24.39,23.4175,223,795.25,0.004423773,0
13085,"02/15/15 1:08",19.89,35.29,0,538,0.005073002,0
10612,"02/13/15 7:56",20.79,25.7,0,520.5,0.003898348,0
16481,"02/17/15 9:45",21.1,31.445,433,951.25,0.004869128,1
11916,"02/14/15 5:39",19.6,38.29,0,501,0.005408967,0
2939,"02/06/15 18:49",21,19.89,0,602,0.003052146,0
8993,"02/12/15 4:57",20.6,24.19666667,0,558,0.003626018,0
1992,"02/06/15 3:02",20.5,19.1,0,431,0.002841082,0
4128,"02/07/15 14:38",22.29,17.6,107,439.5,0.002921859,0
9182,"02/12/15 8:06",20.5,22.1,14,816,0.003289685,0
407,"02/05/15 0:36",21.2,25.29,0,451,0.003934293,0
4267,"02/07/15 16:57",20.7,20.6,14,435,0.003103527,0
3587,"02/07/15 5:37",19.79,19.29,0,440,0.002745599,0
13710,"02/15/15 11:34",22.5,28.66666667,350,629.3333333,0.004835012,0
7125,"02/09/15 16:34",22.1,38.79,447,2011.5,0.006401059,1
9921,"02/12/15 20:25",21.2,27.8,0,564,0.004327484,0
1415,"02/03/15 11:34",22.2,27.9175,555,1170.75,0.00462193,1
9761,"02/12/15 17:44",21.89,27.945,0,603,0.004539252,0
9822,"02/12/15 18:46",21.66666667,28.1,0,579,0.004502301,0
151,"02/04/15 20:21",21.7,26.89,0,533.3333333,0.004315936,0
8887,"02/12/15 3:10",20.6,25,0,561,0.003747128,0
2702,"02/06/15 14:51",22.16666667,20.85666667,528,853.3333333,0.003439455,1
2496,"02/04/15 5:35",20.62,24.412,0,467.6,0.003663017,0
8588,"02/11/15 22:12",20.7,29.09,0,491.5,0.004391633,0
14237,"02/15/15 20:21",20.39,32.29,0,684,0.004785405,0
15844,"02/16/15 23:08",20.2,30.39,0,716.3333333,0.004448856,0
10541,"02/13/15 6:45",20.96333333,25.03333333,0,540,0.003837563,0
15743,"02/16/15 21:27",20.39,30.1,0,725.5,0.004458518,0
6603,"02/09/15 7:53",19.39,26.39,0,469,0.003669366,0
7854,"02/10/15 4:44",20.1,33,0,448,0.004803862,0
7712,"02/10/15 2:22",20.245,32.845,0,461,0.004824538,0
2783,"02/04/15 10:21",24.08,26.37,769.8,1187.6,0.004893449,1
8242,"02/11/15 16:25",21.89,30.2,436.3333333,768,0.004908434,1
7993,"02/10/15 7:02",20.29,33.09,0,442,0.004874453,0
8266,"02/11/15 16:50",21.9175,30.27,433,786.5,0.004928232,1
15712,"02/16/15 20:55",20.39,30.23,0,724.6666667,0.004477913,0
13922,"02/15/15 15:06",21.7,30.89,73,656.8,0.004963072,0
364,"02/02/15 18:03",22.39,25.245,415,796.5,0.004225413,1
10407,"02/13/15 4:31",20.89,24.06666667,0,578,0.0036718,0
7793,"02/10/15 3:42",20.2,32.9,0,448,0.004819147,0
7918,"02/10/15 5:48",20.1,33,0,444,0.004803862,0
11043,"02/13/15 15:07",23,28.2225,516.5,555.5,0.004907218,1
710,"02/02/15 23:49",20.65,22.245,0,443,0.003342324,0
379,"02/02/15 18:17",22.2,24.736,0,757,0.004091746,0
7843,"02/10/15 4:33",20.15,33,0,447.5,0.004818864,0
2719,"02/06/15 15:08",22.2,21.445,509,904.5,0.003544258,1
2496,"02/06/15 11:25",21.7,20.6,467.75,825.25,0.003301012,1
14841,"02/16/15 6:24",20.39,25.03333333,0,799.3333333,0.003703557,0
2643,"02/04/15 8:02",20.71285714,24.79,405,581.1428571,0.003741553,1
5354,"02/08/15 11:04",19.245,30.6,20.25,427.75,0.004220207,0
2673,"02/06/15 14:23",22,19.7175,555.25,733.25,0.003217586,1
6862,"02/09/15 12:11",21.53333333,34.1,479,1430,0.005427256,1
8162,"02/11/15 15:06",21.79,31.55,449.5,1059.5,0.005098172,1
4566,"02/07/15 21:55",19.79,27.39,0,442,0.003905734,0
2056,"02/03/15 22:14",20.96333333,25.7,0,583.3333333,0.00394041,0
8153,"02/11/15 14:57",21.79,31.46333333,437.3333333,1027.333333,0.005084053,1
1550,"02/05/15 19:40",21.1,19.795,0,515.5,0.00305631,0
5194,"02/08/15 8:23",19.2225,31.1,14,432.5,0.004283589,0
6509,"02/09/15 6:19",19.39,26.39,0,461,0.003669366,0
4770,"02/08/15 1:20",19.5,30.29,0,439,0.004244454,0
9447,"02/12/15 12:30",24.2,22.7,276.5,727.75,0.00423842,0
10356,"02/13/15 3:40",20.89,24.29,0,579,0.003706077,0
2853,"02/06/15 17:23",21.7,21.525,438,883.25,0.003450059,1
12375,"02/14/15 13:19",20.7225,34.6175,45.5,499.25,0.005240444,0
2667,"02/04/15 8:25",20.89,25.39,441,681,0.003874956,1
1428,"02/05/15 17:38",22.2,24.395,433,905.5,0.004034973,1
15681,"02/16/15 20:25",20.6,30.39,0,741,0.004560932,0
415,"02/05/15 0:45",21.1,25.46333333,0,450.3333333,0.003937029,0
10989,"02/13/15 14:12",23.5,26.72,598.25,555.25,0.004787541,1
1222,"02/03/15 8:21",20.7675,24.6,419,628.75,0.003725296,1
12564,"02/14/15 16:27",20.1,35.745,25,509,0.005206801,0
16751,"02/17/15 14:15",21.89,34.2675,464,1252.75,0.005575454,1
947,"02/03/15 3:46",20.4725,22.39,0,433.5,0.003327402,0
8904,"02/12/15 3:28",20.6,24.59,0,574.5,0.003685311,0
9039,"02/12/15 5:43",20.5,23.79,0,587,0.003542682,0
403,"02/05/15 0:33",21.2,25.245,0,455.5,0.003927249,0
13165,"02/15/15 2:29",20,34.145,0,538,0.004940939,0
16958,"02/17/15 17:42",22.16666667,34.43333333,433,1740,0.005698884,1
6226,"02/09/15 1:36",19.39,27.2,0,462,0.003782676,0
12270,"02/14/15 11:34",20.675,35.24,48.5,498.25,0.005319762,0
13951,"02/15/15 15:35",21.7,31.2,50,658.75,0.005013281,0
2922,"02/06/15 18:32",21.175,20.2,0,664.75,0.003133625,0
4287,"02/07/15 17:17",20.6,21.03333333,0,439.6666667,0.003149573,0
14718,"02/16/15 4:21",20.29,26.2,0,833,0.003853207,0
5299,"02/08/15 10:08",19.35,30.58,24,426.25,0.00424529,0
6584,"02/09/15 7:34",19.39,26.1,0,465.5,0.003628808,0
8021,"02/10/15 7:31",20.29,33,0,455,0.004861092,0
706,"02/02/15 23:44",20.66666667,22.26,0,450.6666667,0.003348045,0
13241,"02/15/15 3:45",20.1,33.2,0,551,0.004833202,0
1419,"02/05/15 17:29",22.2,24.7,433,937.6666667,0.004085752,1
11910,"02/14/15 5:34",19.6,38.29,0,502.6666667,0.005408967,0
12042,"02/14/15 7:46",19.625,37.7225,0,506.5,0.005336467,0
311,"02/04/15 23:00",21.245,25.65,0,471,0.004001763,0
7744,"02/10/15 2:54",20.2,32.79,0,455,0.004802909,0
180,"02/04/15 20:50",21.6,26.4725,0,509.75,0.004222387,0
3081,"02/06/15 21:10",20.15,19.1,0,447.5,0.002780028,0
13881,"02/15/15 14:25",22,30.46333333,121.3333333,675,0.004985191,0
2431,"02/06/15 10:21",21.39,21.34,449.5,848.5,0.003355608,1
17874,"02/18/15 8:57",20.815,26.8925,13.5,1499.25,0.004086747,0
14710,"02/16/15 4:14",20.39,26.2,0,845,0.003877236,0
3235,"02/06/15 23:44",20,18.7675,0,434.75,0.002706063,0
16185,"02/17/15 4:49",20.39,30.39,0,733,0.004501785,0
14305,"02/15/15 21:29",20.32333333,31.7,0,701,0.004677856,0
9280,"02/12/15 9:43",22.7,25.29,589.25,1178.5,0.004314018,1
9562,"02/12/15 14:25",23.745,24.2,120,615.5,0.004397758,0
15028,"02/16/15 9:32",21.1,27.34,456.5,1017.5,0.004229164,1
16551,"02/17/15 10:54",21.32333333,31.63333333,441,1003,0.004966659,1
9477,"02/12/15 13:01",24.315,23.39,230,758.5,0.004398592,0
6197,"02/09/15 1:07",19.39,27.06666667,0,465.3333333,0.003764022,0
17847,"02/18/15 8:31",20.82333333,27.03333333,14,1468,0.004110412,0
9522,"02/12/15 13:46",24.1,24.1,171,691,0.004474589,0
13306,"02/15/15 4:50",20.1,32.29,0,568.5,0.004699725,0
373,"02/02/15 18:11",22.26,24.85666667,0,769.3333333,0.004126988,0
2794,"02/04/15 10:33",24.2,25.89,797.5,1152.5,0.004838673,1
13505,"02/15/15 8:09",20.1,31.06666667,11.33333333,607.6666667,0.004520378,0
10743,"02/13/15 10:07",22.79,24.8925,717.75,608.25,0.004269147,1
11587,"02/14/15 0:10",20,33.7,0,509,0.00487604,0
712,"02/05/15 5:42",20.89,23.5,0,442.5,0.003584847,0
2826,"02/06/15 16:56",21.745,21.815,444,952.75,0.003506488,1
1107,"02/03/15 6:26",20.29,22.7225,0,438,0.003339029,0
9127,"02/12/15 7:11",20.5,22.7,0,667,0.003379483,0
2609,"02/04/15 7:27",20.46333333,23.85666667,0,473,0.003544591,0
16620,"02/17/15 12:04",21.6,32.7,438,1211.25,0.005224021,1
739,"02/03/15 0:17",20.55,22.2675,0,453.75,0.003325047,0
11315,"02/13/15 19:38",20.79,32,0,511,0.004861443,0
155,"02/02/15 14:34",23.7,26.89,464,861,0.00487711,1
1630,"02/05/15 21:00",21,19.79,0,469,0.003036726,0
9164,"02/12/15 7:47",20.5,22.8,0,723,0.003394452,0
3938,"02/07/15 11:28",22.55,17.6,354.25,450.5,0.002968638,0
17045,"02/17/15 19:08",21.445,34.145,0,1480.5,0.005404908,0
2614,"02/06/15 13:24",21.29,19.55,486.5,658.5,0.003053876,1
537,"02/05/15 2:47",21.1,24.89,0,438.5,0.003847834,0
4606,"02/07/15 22:36",19.76,28.23,0,435,0.004018754,0
5361,"02/08/15 11:10",19.245,30.55,6,437,0.004213265,0
14593,"02/16/15 2:17",20.39,27.34,0,851.5,0.004047037,0
883,"02/03/15 2:42",20.5,22.365,0,442.25,0.003329343,0
2457,"02/06/15 10:46",21.7,21,489,852,0.003365456,1
13190,"02/15/15 2:54",20.1,33.9,0,546,0.004935916,0
4389,"02/07/15 18:59",20.2,23.34,0,433,0.003411131,0
717,"02/05/15 5:47",20.89,23.445,0,451,0.003576408,0
5591,"02/08/15 15:01",20.29,26.175,60.75,417.75,0.003849508,0
16992,"02/17/15 18:16",22.1,34.29,0,1549,0.00565173,0
2591,"02/04/15 7:09",20.5,24.1,0,468,0.003589112,0
16986,"02/17/15 18:10",22.1,34.29,0,1576,0.00565173,0
6543,"02/09/15 6:53",19.29,26.2,0,466.5,0.003620051,0
14490,"02/16/15 0:34",20.29,29.1,0,711,0.004282644,0
10969,"02/13/15 13:53",23.63333333,25.89,629.6666667,537.6666667,0.004675417,1
5555,"02/08/15 14:25",20.6,26.125,85.75,421,0.00391681,0
15911,"02/17/15 0:15",20.2,30.39,0,711,0.004448856,0
545,"02/05/15 2:55",21,24.85666667,0,435,0.003818966,0
7613,"02/10/15 0:42",20.29,32.9,0,481,0.004846247,0
4469,"02/07/15 20:19",20,25.2,0,439,0.003638983,0
11121,"02/13/15 16:25",21.89,31,447,610,0.005039512,1
17491,"02/18/15 2:35",20.65,26.79,0,1257.5,0.004029636,0
7410,"02/09/15 21:20",20.5,33.79,0,723,0.005043906,0
1675,"02/03/15 15:53",22.89,30.89,469,1386.4,0.005339048,1
188,"02/02/15 15:07",23.5,28,454,1051.25,0.005018735,1
2739,"02/06/15 15:29",22.1,21.2925,489,889.75,0.003497416,1
10601,"02/13/15 7:45",21,25.53,0,527.6666667,0.003923069,0
12652,"02/14/15 17:55",19.89,35.5,0,514.5,0.005103437,0
174,"02/02/15 14:53",23.6,27.6,511,997.2,0.004976614,1
13979,"02/15/15 16:02",21.39,31.55,33.5,661.5,0.004973918,0
13344,"02/15/15 5:28",20.1,32.26,0,568.6666667,0.004695326,0
8733,"02/12/15 0:36",20.6,26.89,0,508,0.004032247,0
17106,"02/17/15 20:10",21,34.09,0,1512.5,0.005249544,0
7771,"02/10/15 3:21",20.2,32.9,0,450.6666667,0.004819147,0
683,"02/02/15 23:22",20.7,22.29,0,450.6,0.003359512,0
2578,"02/04/15 6:56",20.54,24.1,0,463.8,0.003598032,0
1147,"02/05/15 12:56",22.85666667,26.32333333,676,1024.75,0.004534741,0
5955,"02/08/15 21:04",19.42666667,27.42666667,0,437,0.003823159,0
1070,"02/05/15 11:39",22.2,27.05,454,1131,0.004477275,1
17073,"02/17/15 19:37",21.1,34.29,0,1473.5,0.005313428,0
13809,"02/15/15 13:13",22.7,29.2,78.5,636,0.00498634,0
1621,"02/03/15 15:00",23.14,29.456,469,1209,0.005167402,1
16392,"02/17/15 8:16",20.6,30.39,0,788,0.004560932,0
11785,"02/14/15 3:29",19.7,36.56,0,501.6666667,0.005194988,0
7687,"02/10/15 1:57",20.29,32.95,0,461.5,0.004853669,0
7360,"02/09/15 20:30",20.5,34.59,0,872.5,0.005164315,0
9157,"02/12/15 7:40",20.55,22.445,0,706,0.003351694,0
6023,"02/08/15 22:13",19.5,27.7,0,451,0.003879261,0
5202,"02/08/15 8:31",19.2225,31.125,11.5,430.5,0.004287056,0
1079,"02/03/15 5:57",20.29,22.7,0,432.25,0.003335705,0
15184,"02/16/15 12:08",21.39,28.06666667,459,914.3333333,0.004420861,1
12794,"02/14/15 20:18",19.79,35.345,0,519,0.005049303,0
13550,"02/15/15 8:54",20.39,30.2,120,614.75,0.004473437,0
3197,"02/06/15 23:06",20,18.89,0,440.3333333,0.002723803,0
2665,"02/06/15 14:15",21.89,19.5,534.6666667,688.3333333,0.003160516,1
15268,"02/16/15 13:32",21.6,28.05,459,865.25,0.00447581,1
1858,"02/03/15 18:56",21.7,28.865,0,958.75,0.004635292,0
1310,"02/05/15 15:40",22.5,27.315,469,1068,0.004605348,1
607,"02/05/15 3:56",21,24.39,0,444.5,0.003746836,0
11907,"02/14/15 5:31",19.6,38.29,0,506,0.005408967,0
1711,"02/05/15 22:21",20.55,20.89,0,446,0.003118323,0
799,"02/03/15 1:18",20.56666667,22.2,0,448,0.003318341,0
100,"02/04/15 19:30",22.1,27.2,0,568,0.004474738,0
17388,"02/18/15 0:52",20.89,28.39,0,1308,0.004336,0
11835,"02/14/15 4:19",19.7,36.59,0,500,0.005199286,0
2698,"02/04/15 8:57",21.215,25.29166667,462.3333333,773.8333333,0.003938201,0
3140,"02/06/15 22:09",20,18.79,0,442,0.002709321,0
10591,"02/13/15 7:34",20.89,25.745,0,518,0.003929477,0
15424,"02/16/15 16:08",21.89,29.29,441.5,904,0.004759399,1
2852,"02/06/15 17:22",21.7,21.42666667,441,887,0.003434211,1
2652,"02/06/15 14:02",21.7675,19,525.25,625,0.003056012,1
2337,"02/04/15 2:55",20.7,25,0,480.2,0.003770435,0
16314,"02/17/15 6:58",20.55,30.29,0,758,0.004531717,0
9800,"02/12/15 18:23",21.84,28.05,0,597.5,0.004542441,0
13061,"02/15/15 0:45",19.89,35.45,0,535,0.00509619,0
6933,"02/09/15 13:23",21.29,33.03,13,1189.666667,0.005177093,0
17820,"02/18/15 8:04",20.7,27.2,0,1406.5,0.004104422,0
8910,"02/12/15 3:34",20.6,24.66333333,0,604.6666667,0.003696367,0
2694,"02/04/15 8:53",21.215,25.215,456.5,746.1666667,0.003926188,1
